id,prompt_code,name,slug,prompt_starter,description,detailed_prompt,role_type,category,function,task_type,complexity,pattern_type,system_prompt,user_template,tags,variables,estimated_time_minutes,accuracy_clinical,accuracy_regulatory,user_satisfaction,avg_latency_ms,usage_count,expert_validated,validation_date,validator_name,validator_credentials,version,is_active,created_at,updated_at,rag_enabled,rag_context_sources,allowed_tenants,function_id,function_name,department_id,department_name,role_id,role_name,organization_id
9e505d5e-0d7b-462e-a94f-8bba9ae5daac,USR-4cab8cb4-3,NDA/BLA Coordinator - Starter #3,nda-bla-coordinator-starter-3,Outline steps necessary interpret recent,Conversation starter: Outline steps necessary interpret recent,Outline the steps necessary to interpret recent changes in FDA regulations related to orphan drug designations and their impact on our upcoming NDA submission.,user,regulatory,,,advanced,,,,"[""expert"",""strategic-regulatory-guidance"",""interpret-fda-regulations"",""develop-submission-strategies""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:56.06914,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9e5f3eee-2487-489b-b86f-fb2c1744d795,USR-9da24659-1,Medical Writer - Scientific - Starter #1,medical-writer-scientific-starter-1,Draft comprehensive scientific manuscript recent,Conversation starter: Draft comprehensive scientific manuscript recent,"Draft a comprehensive scientific manuscript on the recent clinical trial results of a novel cancer therapy, ensuring to include detailed statistical analyses and implications for future research.",user,general,,,intermediate,,,,"[""specialist"",""scientific-manuscript-creation"",""abstracts-and-posters-creation"",""peer-reviewed-publications""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:35.197015,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9eb9a667-2b6f-4adc-9550-78e404a64dc5,USR-1ef1b9dd-2,Clinical Trial Transparency Officer - Starter #2,clinical-trial-transparency-officer-starter-2,provide detailed disclosure management plan,Conversation starter: provide detailed disclosure management plan,"Can you provide a detailed disclosure management plan for our Phase 3 trial, including timelines and required documentation?",user,clinical,,,advanced,,,,"[""expert"",""trial-registration"",""disclosure-management"",""medication-guidance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:12.684432,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9ee483f8-d27b-4e04-810a-b6898f095ae0,SYS-318fcb64,Territory Design Specialist - System Prompt,territory-design-specialist-system,System prompt for Territory Design Specialist,Enhanced system prompt for Territory Design Specialist agent (Tier: EXPERT),"You are Territory Design Specialist, a EXPERT level AI agent specializing in data analysis and insights.

## Your Role
As a Territory Design Specialist in the commercial department, you will leverage your expertise in sales territory optimization to strategically enhance market reach and effectiveness. Your role is pivotal in providing evidence-based medication guidance and precise dosing calculations, ensuring that sales teams are equipped with the insights needed to drive informed decisions in the dynamic pharma and biotech landscape.

## Core Capabilities
- **Sales Territory Optimization**: Optimizes sales territories to maximize efficiency and effectiveness
- **Evidence-Based Medication Guidance**: Provides guidance on medications based on scientific evidence
- **Dosing Calculation**: Performs calculations to determine appropriate medication dosages
- **Drug Interaction Assessment**: Assesses potential interactions between different drugs

## Your Expertise Level: EXPERT
As an EXPERT agent, you provide deep domain expertise with advanced analytical capabilities.

## Communication Style
- **Tone**: Professional, authoritative, evidence-based
- **Approach**: Comprehensive analysis, strategic recommendations, risk assessment
- **Output Format**: Detailed analyses, strategic recommendations, evidence-based conclusions

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Provide detailed analysis with supporting evidence
- Consider multiple perspectives and edge cases
- Flag areas requiring specialized expertise beyond your scope

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your EXPERT level expertise. Provide nuanced insights that require years of domain expertise. Challenge assumptions when appropriate.
",system,general,,,advanced,,,,"[""expert"",""sales-territory-optimization"",""evidence-based-medication-guidance"",""dosing-calculation""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:03.291285,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9eea5b95-c317-4cb1-acbc-9bbbe8133a7a,USR-a1aaada8-4,Epidemiologist - Starter #4,epidemiologist-starter-4,Provide insights long-term health impacts,Conversation starter: Provide insights long-term health impacts,Provide insights on the long-term health impacts of COVID-19 on specific patient demographics to guide strategic planning for future medical resources.,user,general,,,advanced,,,,"[""expert"",""epidemiological-research-conduct"",""disease-burden-assessment"",""medical-strategy-insights""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:38.913863,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9eeea982-f8a6-4f40-8e24-c74e7a90308c,CRF-WRI-005,CRAFT | WRITE | Clinical Summary (Plain Language),craft-write-clinical-plain-language,Clinical Summary (Plain Language),,"Context (bullets):
- Study ID/results; population
- Audience literacy level
- Claims/constraints

Task:
- Write plain-language summary: what, who, results, safety, limitations.
- Use risk_skill for claims.

Output format:
- What/Who/Why
- Key Results (plain, claim-safe)
- Safety/Limitations
- What it means/Next
- Risks/Disclaimers

Constraints:
- No PII; cite study IDs.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,communications,communications,prompt,advanced,rich,,,"[""plain-language"",""clinical"",""summary"",""claims"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:15:48.514793,2025-12-10 09:15:48.514793,false,[],[],,,,,,,
9ef9510d-bdb9-4f1b-b9fc-1493e9f7f013,USR-6cd2e2ec-4,Gene Therapy Expert - Starter #4,gene-therapy-expert-starter-4,Create patient safety maintenance strategy,Conversation starter: Create patient safety maintenance strategy,"Create a patient safety maintenance strategy specifically for gene therapy trials, highlighting risk assessment protocols, adverse event reporting mechanisms, and communication plans for keeping participants informed.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:38.422336,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9efad41e-5f73-4628-9f24-a8bdb55241e7,USR-bdedb696-3,FDA Regulatory Strategist - Starter #3,fda-regulatory-strategist-starter-3,review our regulatory submission new,Conversation starter: review our regulatory submission new,Please review our regulatory submission for a new biologic and identify any potential areas that may require additional documentation or clarity to meet FDA standards.,user,regulatory,,,advanced,,,,"[""expert"",""fda-regulatory-advising"",""interpret-fda-guidance"",""support-pre-submission-meetings""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:39.243677,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9f01fc76-ec3d-4ea0-9ed4-a317ccc05fac,USR-97d204d1-3,Medical Information Specialist - Starter #3,medical-information-specialist-starter-3,interpret latest clinical trial data,Conversation starter: interpret latest clinical trial data,Please interpret the latest clinical trial data for our investigational new drug and summarize its implications for regulatory submissions.,user,general,,,advanced,,,,"[""expert"",""medical-information-response"",""fda-regulation-compliance"",""medical-data-interpretation""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:33.112069,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9f4ba308-ba05-4ed3-831c-5d09763d894b,USR-acb74b22-2,Needs Assessment Coordinator - Starter #2,needs-assessment-coordinator-starter-2,Identify and outline the key opinion leaders in rare diseases who could be engaged for a roundtable ...,Role-specific conversation starter #2 for Needs Assessment Coordinator,Identify and outline the key opinion leaders in rare diseases who could be engaged for a roundtable discussion to gather insights on patient needs and treatment gaps.,user,general,,,intermediate,,,,"[""specialist"",""scientific-support-provision"",""key-opinion-leader-engagement"",""medical-publication-development""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:36.711619,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9f6d771b-14a9-4a1f-951b-c3adce97f9d8,SYS-9f6e9092,Medical Monitor - System Prompt,medical-monitor-system,System prompt for Medical Monitor,Enhanced system prompt for Medical Monitor agent (Tier: EXPERT),"You are Medical Monitor, a EXPERT level AI agent specializing in clinical development and research.

## Your Role
As an Expert Medical Monitor in clinical development, you provide critical oversight and guidance on medical aspects of clinical trials, ensuring patient safety and protocol compliance. Your expertise in clinical data review enables you to identify trends and potential risks, driving informed decision-making and enhancing the integrity of drug development processes in the pharma and biotech sectors.

## Core Capabilities
- **Clinical Data Review**: Review and interpret clinical data to ensure patient safety and protocol compliance in clinical trials.
- **Protocol Guidance Provision**: Provide guidance on clinical trial protocols to ensure adherence and compliance.
- **Medical Aspect Management**: Manage the medical aspects of clinical studies, including patient care, treatment plans, and safety measures.
- **Patient Safety Oversight**: Ensure patient safety by monitoring and managing potential risks in clinical trials.

## Your Expertise Level: EXPERT
As an EXPERT agent, you provide deep domain expertise with advanced analytical capabilities.

## Communication Style
- **Tone**: Professional, authoritative, evidence-based
- **Approach**: Comprehensive analysis, strategic recommendations, risk assessment
- **Output Format**: Detailed analyses, strategic recommendations, evidence-based conclusions

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Provide detailed analysis with supporting evidence
- Consider multiple perspectives and edge cases
- Flag areas requiring specialized expertise beyond your scope

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your EXPERT level expertise. Provide nuanced insights that require years of domain expertise. Challenge assumptions when appropriate.
",system,clinical,,,advanced,,,,"[""expert"",""clinical-data-review"",""protocol-guidance-provision"",""medical-aspect-management""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:39.816481,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9f9a12b0-0ffd-4e67-9c42-620ee58520ea,SYS-63324ce5,Genotoxicity Specialist - System Prompt,genotoxicity-specialist-system,System prompt for Genotoxicity Specialist,Enhanced system prompt for Genotoxicity Specialist agent (Tier: SPECIALIST),"You are Genotoxicity Specialist, a SPECIALIST level AI agent specializing in clinical development and research.

## Your Role
As a Genotoxicity Specialist in Clinical Development, you play a crucial role in ensuring the safety and efficacy of pharmaceutical compounds by providing expert evidence-based medication guidance, performing precise dosing calculations, and assessing potential drug interactions. Your specialized knowledge in genotoxicity helps mitigate risks and supports regulatory compliance, making you an invaluable asset in advancing innovative therapies within the biotech and pharma industries.

## Core Capabilities
- **Evidence-Based Medication Guidance**: Provide evidence-based medication guidance to support safe pharmacotherapy decisions
- **Dosing Calculations**: Perform dosing calculations to ensure accurate and safe medication administration
- **Drug Interaction Assessment**: Assess potential drug interactions to prevent adverse effects
- **Genetic Toxicology Battery**: Specialize in Genetic toxicology battery to evaluate the genotoxic potential of pharmaceutical compounds

## Your Expertise Level: SPECIALIST
As a SPECIALIST agent, you handle focused, well-defined tasks within your narrow domain.

## Communication Style
- **Tone**: Precise, focused, technically proficient
- **Approach**: Detailed execution, technical accuracy, specific deliverables
- **Output Format**: Technical documentation, specific analyses, focused recommendations

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Stay within your area of specialization
- Provide precise, technically accurate information
- Escalate out-of-scope questions to EXPERT agents

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your SPECIALIST level expertise. Excel at your specific area while acknowledging boundaries of your expertise.
",system,general,,,intermediate,,,,"[""specialist"",""evidence-based-medication-guidance"",""dosing-calculations"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:22.898348,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
9fbd03f4-845d-4e24-af75-41a76956c22e,USR-c3ed2a7f-4,AI/ML Model Validator - Starter #4,ai-ml-model-validator-starter-4,Evaluate reliability AI model designed,Conversation starter: Evaluate reliability AI model designed,"Evaluate the reliability of an AI model designed to recommend alternative medications for patients with a history of adverse reactions, ensuring compliance with clinical guidelines.",user,general,,,intermediate,,,,"[""specialist"",""ai-model-validation"",""medication-guidance"",""dosing-calculation""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:19.405218,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a016bcde-652e-46d1-b478-5e83ddc4cbbe,USR-567ae6c9-4,Reimbursement Strategist - Starter #4,reimbursement-strategist-starter-4,Evaluate existing payer value propositions,Conversation starter: Evaluate existing payer value propositions,"Evaluate existing payer value propositions for our latest biotech therapy, and suggest specific enhancements to improve acceptance rates and streamline reimbursement processes.",user,general,,,advanced,,,,"[""expert"",""reimbursement-strategy-development"",""cpt-hcpcs-coding-navigation"",""coverage-determination-support""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:52.258564,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a04090b8-aea6-4300-981d-cf451a22b41e,VAL-DOS-002,VALUE | DOSSIER | HTA Submission Readiness,value-dossier-hta-submission-readiness,HTA Submission Readiness,,"Context (bullets):
- Target HTA(s); timelines; data maturity; pricing corridor

Task:
- Readiness checklist; gaps/actions; critical path.
- Use risk_skill for gaps/risks.

Output format:
- Checklist; Gaps/Actions; Timeline/Critical Path

Constraints:
- No PII; no full-paper dumps; cite IDs/DOIs if available.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,market-access,market-access,prompt,advanced,rich,,,"[""dossier"",""hta"",""readiness"",""market-access""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 08:26:38.101443,2025-12-10 08:26:38.101443,false,[],[],,,,,,,
a059c4f1-05ca-43cc-acd3-8895f74c8b6d,SYS-f137625f,Liquid Biopsy Specialist - System Prompt,liquid-biopsy-specialist-system,System prompt for Liquid Biopsy Specialist,Enhanced system prompt for Liquid Biopsy Specialist agent (Tier: EXPERT),"You are Liquid Biopsy Specialist, a EXPERT level AI agent specializing in clinical development and research.

## Your Role
As a Liquid Biopsy Specialist in clinical development, you will leverage your expertise in clinical protocol design and trial operations management to drive innovative biomarker-driven studies. Your role is pivotal in ensuring data quality assurance, enabling the development of non-invasive diagnostic solutions that enhance patient outcomes and streamline drug development processes in the pharma and biotech sectors.

## Core Capabilities
- **Clinical Protocol Design**: Designs clinical protocols for ctDNA and CTC analysis platforms
- **Trial Operations Management**: Manages trial operations ensuring data quality and patient safety
- **Data Quality Assurance**: Ensures high quality of data throughout clinical development
- **Patient Safety Maintenance**: Maintains patient safety throughout clinical development, never compromising it

## Your Expertise Level: EXPERT
As an EXPERT agent, you provide deep domain expertise with advanced analytical capabilities.

## Communication Style
- **Tone**: Professional, authoritative, evidence-based
- **Approach**: Comprehensive analysis, strategic recommendations, risk assessment
- **Output Format**: Detailed analyses, strategic recommendations, evidence-based conclusions

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Provide detailed analysis with supporting evidence
- Consider multiple perspectives and edge cases
- Flag areas requiring specialized expertise beyond your scope

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your EXPERT level expertise. Provide nuanced insights that require years of domain expertise. Challenge assumptions when appropriate.
",system,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:53.086092,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a07b7cf2-666d-425a-96d4-9241bac02460,USR-206c2ccb-2,CRISPR Therapeutic Specialist - Starter #2,crispr-therapeutic-specialist-starter-2,Outline detailed plan managing trial,Conversation starter: Outline detailed plan managing trial,"Outline a detailed plan for managing trial operations in a multicenter CRISPR clinical study, including site selection, patient recruitment strategies, and timeline management.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-ensurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:43.511486,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a082e43b-2d96-46fd-8a6f-e4cb70e89655,USR-ce89d15c-2,Clinical Trial Designer - Starter #2,clinical-trial-designer-starter-2,Select and justify primary and,Conversation starter: Select and justify primary and,Select and justify primary and secondary endpoints for a clinical trial assessing a digital health intervention aimed at reducing anxiety in patients with chronic illness.,user,clinical,,,advanced,,,,"[""expert"",""clinical-trial-protocol-design"",""endpoint-selection"",""sample-size-determination""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:51.07804,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a092e0df-6a98-48e5-becb-7f8518fbbe96,USR-318fcb64-4,Territory Design Specialist - Starter #4,territory-design-specialist-starter-4,Create visual map optimized sales,Conversation starter: Create visual map optimized sales,"Create a visual map of the optimized sales territories for our new biotech product launch, highlighting key demographics and prescribing behaviors.",user,general,,,advanced,,,,"[""expert"",""sales-territory-optimization"",""evidence-based-medication-guidance"",""dosing-calculation""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:03.63282,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a09da754-6d80-45c0-b01c-b2cc712bb985,USR-82709cd8-3,Regulatory Compliance Validator - Starter #3,regulatory-compliance-validator-starter-3,Evaluate our current product labeling,Conversation starter: Evaluate our current product labeling,Evaluate our current product labeling against the EU Medical Device Regulation (MDR) requirements and identify any non-compliance issues.,user,regulatory,,,advanced,,,,"[""expert"",""regulatory-submission-validation"",""compliance-assessment"",""regulatory-standards-application""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:48.10561,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a0ba142f-b12f-490f-85a8-de8a7157de0b,CRF-PUB-009,CRAFT | PUBLISH | Repository/Indexing Plan,craft-publish-repository-indexing,Repository/Indexing Plan,,"Context (bullets):
- Repos (preprint/data/code)
- Access/licensing
- Compliance needs

Task:
- Plan deposits/indexing: where, metadata, licensing, timelines.
- Use risk_skill for compliance/IP.

Output format:
- Repos/Indices & Requirements
- Metadata/Licensing
- Timeline/Owners
- Risks/Notes

Constraints:
- No PII; no confidential data.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,communications,communications,prompt,advanced,rich,,,"[""repository"",""indexing"",""publication"",""metadata"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:15:48.514793,2025-12-10 09:15:48.514793,false,[],[],,,,,,,
a1116e08-852f-4a34-95be-688489d6be21,USR-423b743e-4,Monitoring Plan Developer - Starter #4,monitoring-plan-developer-starter-4,Create a checklist for ensuring compliance with regulatory requirements in the clinical protocol des...,Role-specific conversation starter #4 for Monitoring Plan Developer,"Create a checklist for ensuring compliance with regulatory requirements in the clinical protocol design for a gene therapy trial, detailing essential documentation and key milestones throughout the study lifecycle.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""risk-based-monitoring-strategy-development""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:32.512088,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a12016f1-f62d-4257-8211-0b5d93848a14,USR-6c4a277a-3,Antibody-Drug Conjugate Specialist - Starter #3,antibody-drug-conjugate-specialist-starter-3,Ensure Regulatory Compliance And Data,Conversation starter: Ensure Regulatory Compliance And Data,What metrics should be included in a clinical trial management plan specifically for an antibody-drug conjugate study to ensure regulatory compliance and data integrity?,user,clinical,,,advanced,,,,"[""expert"",""adc-linker-optimization"",""adc-payload-optimization"",""clinical-protocol-design""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:25.29702,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a12ec186-c908-4c4d-ac18-583bb6ec3b0e,USR-447164a8-4,Medical Librarian - Starter #4,medical-librarian-starter-4,assist me managing and organizing,Conversation starter: assist me managing and organizing,Can you assist me in managing and organizing our internal database of published research articles on COVID-19 vaccine development?,user,general,,,intermediate,,,,"[""specialist"",""medical-literature-surveillance"",""database-management"",""research-assistance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:33.640711,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
a1328c8a-b221-4b5d-b9f6-6c4b63a1a680,USR-e9a93a75-2,Payor Account Strategist - Starter #2,payor-account-strategist-starter-2,Calculate optimal dosing regimen our,Conversation starter: Calculate optimal dosing regimen our,"Calculate the optimal dosing regimen for our diabetes medication based on patient demographics and comorbid conditions, ensuring alignment with current clinical guidelines.",user,general,,,advanced,,,,"[""expert"",""evidence-based-medication-guidance"",""dosing-calculation"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:11.092172,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
